CPLX-7917			HMG aldolase	
MONOMER-15147	G-11586	Q83WG6	cytochrome P450 StaN	StaN
GAPDH-A-CPLX				GAPDH-A
MONOMER-12643	G-9705		histidinol dehydrogenase	
CPLX-8368			3-hydroxy-9,10-seconandrost-1,3,5(10)-triene-9,17-dione 4-hydroxylase complex	
YDHE-MONOMER	EG12400	P37340	multidrug efflux pump MdtK	NorM, MdtK, YdhE, NorE
CPLX-1702			granule-bound starch synthase I	GBSSI
MONOMER-3663	G-2723		taurine-pyruvate aminotransferase	Tpa
CPLX-881			SoxYZ	thiosulfate binding complex
PSB11K-MONOMER			photosystem II 11 kD protein	
CPLX-4662				anthranilate 1,2 dioxygenase
MONOMER-101			chloromuconate cycloisomerase	
CPLX-9236				type I collagen prolyl 4-hydroxylase
MONOMER-17997	G-15987	E3W9M2	anthocyanidin 3-<i>O</i>-glucoside 5-<i>O</i>-glucosyltransferase (acyl-glucose dependent)	
CPLX-7044				
MONOMER-14360	G-10951	Q5P5G2	acetophenone carboxylase subunit	ApcA
CPLX0-3861				
MONOMER-15696	G-12055	O85057	limonene hydroxylase	
CPLX-7473			2,4,5-trihydroxytoluene dioxygenase	
CPLX-302			methyl-coenzyme M reductase	
CPLX3O-110			branched-chain-2-oxoacid decarboxylase	
MONOMER-18396			tylosin reductase small subunit	
CPLX-7898			NAD(P)+-dependent succinate semialdehyde dehydrogenase	
G1G01-166-MONOMER	G1G01-166	Q88RH2	glutaryl-CoA dehydrogenase	GcdH
FOLXTET-CPLX			dihydroneopterin triphosphate 2'-epimerase	
HS01727-MONOMER	HS01727	P09622	dihydrolipoyl dehydrogenase monomer	
CPLX-8344			alcohol dehydrogenase II	AdhB
MONOMER-6111	G-4621	Q9X1I0	glucokinase subunit	Glk
CPLX-1621			2-haloacid dehalogenase	halocarboxylic acid halidohydrolase, 2-haloalkanoic acid halidohydrolase, L-2-haloacid dehalogenase, haloacetate dehydrogenase, 2-haloacid halidohydrolase
EG10891-MONOMER	EG10891	P0A7N9	50S ribosomal subunit protein L33	RpmG
CPLX-8794			dTDP-3-amino-3,6-dideoxy-&alpha;-<small>D</small>-glucopyranose transaminase	
MONOMER-11764			rosmarinic acid synthase	
CPLX-4462			[amino group carrier protein]-L-lysine lysine-hydrolase	
MONOMER-20807	G-63067	A2CLL1	bryostatin polyketide synthase BryB	BryB
CPLX-9220			muramoyltetrapeptide carboxypeptidase	
MONOMER-9103			fructose-1,6-biphosphate aldolase	
CPLX-703			CoB--CoM heterodisulfide reductase &alpha; component	
MONOMER-13151	G-10004	P09139	serine-pyruvate aminotransferase, mitochondrial subunit	
CPLX0-3561			hydrogenase isozymes nickel incorporation protein HypB	GTP hydrolase involved in nickel liganding into hydrogenases
MONOMER-12353				
CPLX-7459				
HS06790-MONOMER	HS06790	P34059	<i>N</i>-acetylgalactosamine-6-sulfatase	chondroitinase, chondroitinsulfatase, galactose-6-sulfate sulfatase, GalNAc6S sulfatase, <i>N</i>-acetylgalactosamine-6-sulfate sulfatase
CPLX3O-10513			ribonucleoside-diphosphate reductase large subunit homodimer	
MONOMER-15443	G-11828	Q5SBP2	monoterpene synthase	
CPLX-7879			<i>O</i>-phosphoseryl-tRNA:selenocysteinyl-tRNA synthase dimer	
AT1G44350-MONOMER	AT1G44350	Q8VYX0	jasmonoyl-L-amino acid hydrolase ILL6	amidohydrolase-ILL6
ENTE-CPLX			2,3-dihydroxybenzoate-[aryl-carrier protein] ligase	enterobactin synthetase component E, enterochelin synthase E, enterobactin synthase component E
MONOMER-20188	G-55078	Q57199	3-dehydro-4-phosphotetronate decarboxylase	OtnC
CPLX-8313			phosphonopyruvate hydrolase	
TKTASYN-MONOMER	G-404		transketolase	TktA, glycoaldehydetransferase
CPLX-1542				sucrose-6<sup>F</sup>-phosphate phosphatase
HMDMAUTO-MONOMER	G-355	O27211	Hmd	Hmd
CPLX-8777			cyclohexane-1-carbonyl-CoA dehydrogenase	
MONOMER-2364	G-1684	Q84JA6	cellulose synthase	&beta;-1,4-glucan synthase, cellulose synthase (UDP-forming)
CPLX-4341			aspartate kinase II	aspartokinase II
NARV-MONOMER	EG10644	P0AF32	nitrate reductase Z subunit &gamma;	ChlZ, NarV
CPLX-9204			HdrA2B2C2 ferredoxin:CoB-CoM heterodisulfide reductase	
MONOMER-16110	G-12419	P56891	phosphoadenylyl-sulfate reductase (thioredoxin)	CysH
CPLX-7015			electron transfer flavoprotein	ETF, electron-transferring flavoprotein
CPLX-501				
CPLX0-3141			putative quinol monooxygenase YgiN	
MONOMER-13594	G-10365	Q9RAH6	nocardicin 3-amino-3-carboxypropyltransferase	Nat, isonocardicin synthase
CPLX-7443				
SPERMACTRAN-MONOMER	G6842	P0A951	spermidine <i>N</i>-acetyltransferase	SpeG
CPLX1YI0-21			photosystem II	PSII
YJR025C-MONOMER	YJR025C	P47096		
CPLX-7853			<i>E</i>-farnesyl diphosphate synthase	
SM_B20959-MONOMER	SM_B20959	P33697	glucosyltransferase ExoO	ExoO
DIHYDROPTERIREDUCT-CPLX			NAD(P)H nitroreductase NfsB	
MONOMER-18795	G-34503	M1VNH2	cytochrome P450 monooxygenase, TerQ	TerQ
CPLX-8297			dTDP-4-dehydro-2,3,6-trideoxy-D-glucose 4-aminotransferase	
MONOMER-16342	G-12611	Q08307		Ppo, polyphenol oxidase E, chloroplastic
CPLX-1461			bile acid coenzyme A transferase	
MONOMER-16566	G-12812		benzoyl-CoA:alcohol benzoyltransferase	
CPLX-8760				
MONOMER-21035	G-80554		glycine betaine&mdash;corrinoid protein <em>Co</em>-methyltransferase	
CPLX-4163				
ENSG00000001631-MONOMER	HS00077	O00522	krev interaction trapped protein 1	cerebral cavernous malformations 1 protein, krev interaction trapped 1
CPLX-9180			propanoyl-CoA oxidase	
HS09257-MONOMER	HS09257	P36542	ATP synthase subunit gamma, mitochondrial	F-ATPase gamma subunit
CPLX-6997				2-phospho-D-glycerate hydrolyase, phosphopyruvate hydratase
MONOMER-19186	G-43905	Q8EMJ9	galactarate dehydratase (D-threo-forming)	
CPLX0-2941			protease IV, a signal peptide peptidase	
YCBM-MONOMER	G6476	P75851	aliphatic sulfonate ABC transporter membrane subunit	YcbM
CPLX-7428			precorrin-6B <em>C</em><small><sup>5,15</sup></small>-methyltransferase	
HS16070-MONOMER	HS16070	Q9NUV7	SPTLC3	LCB 3, LCB2b, long chain base biosynthesis protein 2b, long chain base biosynthesis protein 3, serine-palmitoyl-CoA transferase 3, SPT 3
CPLX1F-19			&zeta;-carotene desaturase	
G185E-5248-MONOMER	G185E-5248	P9WFF5	<i>Z</i>-farnesyl diphosphate synthase	
CPLX-7834			mitochondrial acetyl-CoA acetyltransferase	
MODA-MONOMER	EG12427	P37329	molybdate ABC transporter periplasmic binding protein	
D-RIBULOKIN-CPLX				
MONOMER-16848	G-14673	E3VWK2	11&beta;-hydroxy-1-deoxypentalante dehydrogenase	PenF
CPLX-8279			[FeV]-nitrogenase complex	vanadium nitrogenase, V-containing nitrogenase, V-dependent nitrogenase complex, nitrogenase (vanadium)
AT3G24503-MONOMER	AT3G24503		hydroxycinnamaldehyde dehydrogenase	
CPLX-1363				ACC synthase
ENSG00000164535-MONOMER	HS09093	Q8NCG7	<i>sn</i>1-specific diacylglycerol lipase beta	DGL-beta, KCCR13L
CPLX-8742			aklanonic acid methyl ester cyclase	
ARAH-MONOMER	EG10059	P0AE26	arabinose ABC transporter membrane subunit	AraH
CPLX-401			MtaBC	
MONOMER-17313	G-15098	G0Y286	Squalene synthase-like 1	
CPLX-9160			noroxomaritidine reductase	
MONOMER-4743				(CHI-2)
CPLX-6975			glycogen synthase	
AT4G33670-MONOMER	AT4G33670	O81884	L-galactose dehydrogenase	
CPLX0-243			inorganic pyrophosphatase	
MONOMER-14094	G-10769	Q84KJ7	ammonium transporter 2 member 1	ammonium transporter (Os05g0468700 protein)
CPLX-7410				
MONOMER-19777	G-44481	A0A0D4BST1	4,5-dehydro-L-arginine--indolmycenate ligase	
CPLX0-901			tRNA adenosine<sup>34</sup> deaminase	
MONOMER-11352	G-8827	P13859		TodD, (+)-<i>cis</i>-(1S, 2R)-dihydroxy-3-methylcyclohexa-3,5-diene dehydrogenase
CPLX-7818			pyruvoyl-dependent histidine decarboxylase	
BSU14890-MONOMER	BSU14890	P24011	cytochrome caa3 oxidase (subunit II)	CtaC
CPLXQT-27			chloroplastic 6,7-dimethyl-8-ribityllumazine synthase	
AT5G50950-MONOMER	AT5G50950	Q9FI53	fumarase	fumarate hydratase
CPLX-8252			pyrrole-2-carboxylate monooxygenase	
CPLX-664			methyl-coenzyme M reductase I	methyl-CoM reductase I, MCR I, MR I
CPLX-1303				
MONOMER-7641	G-5802	P10868		guanidinoacetate <i>N</i>-methyltransferase, S-adenosyl-L-methionine: guanidinoacetate <i>N</i>-methyltransferase
CPLX-8719			ginsenosidase type III	
MONOMER-17753	G-15428	C5NN14	flavonoid glucoside 1,6-glucosyltransferase	
CPLX-3861				
MONOMER-17090	G-14893	A4F7N3	dTDP-4-amino-4,6-dideoxy-<small>D</small>-glucose transaminase	
CPLX-9143			UDP-<i>N</i>-acetyl glucosamine 2-epimerase	
G6810-MONOMER	G6810	P0A6W0	glutaminase 2	GlsB, YneH
CPLX-6951			D-sorbitol dehydrogenase	
MONOMER-14568	G-11139	Q56687	acyl-homoserine-lactone synthase	AinS
CPLX0-225			FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase	
MONOMER-18178	G-17689	Q54813	aklanoate anthrone monooxygenase monomer	DnrG
CPLX-7394				
MONOMER-19572	G-44274	Q6N3F3	hydroxysqualene dehydroxylase	HpnE
CPLX0-8301			Ubi complex	
EG10243-MONOMER	EG10243	P03007	DNA polymerase III subunit &epsilon;	MutD, DnaQ
CPLX-7801				
MONOMER-17535	G-15257	D3KVM6	benzoquinone reductase subunit	
CPLX8J2-200			tRNA ho<sup>5</sup>U34 methyltransferase	
MONOMER-20583	G-58740	Q8RL47	mupirocin P-[acp] thioesterase	MupV
CPLX-8234			<i>N</i>-acetylhexosamine 1-dehydrogenase	
G3O-33724-MONOMER	G3O-33724		ISU2 [Fe-s} cluster scaffold protein monomer	
CPLX-8697				
SI859A1_02124-MONOMER	SI859A1_02124	Q1YMS2	manganese-oxidizing peroxidase	MopA, hemolysin-type calcium-binding peroxidase
CPLX-1241				
MONOMER-19983	G-44683	Q2G2X4	teichoic acid glycerol-phosphate primase	TarB
CPLX-3702			B12-independent glycerol dehydratase	
MONOMER-13337	G-10149	Q2PWU9		DntB
CPLX-9124			S-adenosylmethionine synthase	
MONOMER-12034	G-58313	A6P6V9	cannabidiolate synthase	cannabidiolic acid synthase, CBDA synthase
CPLX-6934			C1-THF synthase	
MONOMER-16321	G-12590	Q9SWW5		
CPLX0-1721			copper/silver export system	CusCFBA
G7704-MONOMER	G7704	P45759	Type II secretion system protein GspE	YheG, GspE
CPLX-7369			formate--tetrahydrofolate ligase	
EG11494-MONOMER	EG11494	P28306	endolytic murein transglycosylase	YceG
CPLX0-8249			5-oxoprolinase	
CHRECP040-MONOMER	CHRECP040	P48268	cytochrome b-559 &alpha;-subunit	PsbE, PSII reaction center subunit V
CPLX-7780			6,7-dimethyl-8-ribityllumazine synthase	
CPLX-245			inactive lactoyl-CoA dehydratase	
CPLX66-57			phosphorylase b kinase tetramer (liver isoform)	
MONOMER18C3-400	G18C3-379	K4C9C7	&Delta;5,7-sterol-&Delta;7 reductase 2	
CPLX-8214			glucosylglycerate synthase	
AT2G23170-MONOMER	AT2G23170		indole-3-acetyl-amido synthetase	indole-3-acetate-amido synthetase, IAA-amido synthetase
CPLX-8677			2,5-diketocamphane 1,2-monooxygenase	2,5-diketocamphane lactonizing enzyme, ketolactonase I, 2,5-DKCMO, camphor 1,2-monooxygenase
MONOMER-15130	G-11566	P27457	&beta;-etherase	LigE
CPLX-1124			urease	
MONOMER-3466	G-2545	Q9KWL3	LigC	
CPLX-3542				Glycerate dehydrogenase, Hydroxypyruvate dehydrogenase, Glyoxylate reductase
MONOMER-12618	G-9686		acyl-lipid &Delta;12-conjugase	
CPLX-9104			alkene monooxygenase	
MGI:2444110-MONOMER	MGI:2444110	Q8VCQ6	sphingomyelin synthase 1	SMS1
CPLX0-1162			HslV hexamer	
PROX-MONOMER	EG10773	P0AFM2	glycine betaine ABC transporter periplasmic binding protein ProX	OsrA, ProU, ProX, glycine betaine binding protein (GBBP)
CPLX-6921				
MONOMER-14324				UDP-glucose:digiproside 4'-O-glucosyltransferase
CPLX-7353				
MONOMER-17978	G-15972	O29786	2,3-bis-<i>O</i>-geranylgeranyl-<i>sn</i>-glycero-phospholipid reductase	2,3-di-<i>O</i>-geranylgeranyl-<i>sn</i>-glycerol 1-phosphate reductase
CPLX0-821			fructoselysine 6-phosphate deglycase	
MONOMER-19353	G-44063	C0JRZ9	L-tryptophan 2-<em>C</em>-methyltransferase	TsrT, TsrM
CPLX-7764			acyl-homoserine lactone acylase	
MONOMER-15679	G-12047	Q97W92	geranylgeranyl-diphosphate hexaprenyl diphosphate synthase monomer	
CPLX66-553			mitochondrial <i>trans</i>-2-enoyl-[acyl-carrier protein] reductase	
G185E-8118-MONOMER	G185E-8118	O07801	3'-(hydroxy)phthioceranyl-2'-palmitoyl(stearoyl)-2-<i>O</i>-sulfo-trehalose (hydroxy)phthioceranyltransferase	
CPLX-82			P700 protein	
MONOMER-20393	G-58181	Q9I1L5	L-tyrosine isonitrile synthase	PvcA
CPLX-8660			D-tagaturonate epimerase	
MONOMER-5942			acetyl-CoA:sophorosyloxyfatty acid acetyltransferase	
CPLX-1041				
MONOMER-18379	G-17878	O33958	tylactone synthase 5	
CPLX-3442				HPS, 3-hexulose-6-phosphate synthase
MONOMER-11706	G-10432	Q0QLF1	nicotinate hydroxylase 37 kD subunit	NdhM
CPLX-9088			&gamma;-resorcylate decarboxylase	
HS01416-MONOMER	HS01416	Q9UHK6	&alpha;-methylacyl-CoA racemase	2-methylacyl-CoA racemase
CPLX-9487			<i>N,N</i>-dimethyl-phenylurea <i>N</i> demethylase oxygenase component	
MONOMER-8862	G-6819		HPPK/DHPS subunit	
CPLX-6904				
EG10874-MONOMER	EG10874	P0AA10	50S ribosomal subunit protein L13	RplM
CPLX-7336				
MONOMER-12315	G-9508	Q9KI51	sulfide:quinone oxidoreductase	Sqr
CPLX0-8167			hydrogenase 1, oxygen tolerant hydrogenase	
MONOMER-20791	G-63050		accessory protein	IacB
CPLX66-504			fructose-1,6-bisphosphatase 2	
MONOMER-15399	G-11794	Q846U5	dihydropyrimidinase	PydB
CPLX-7750				
MONOMER-13133				
CPLX-8177			gallate dioxygenase	
MONOMER-20149	G-55041	A9CES6	D-tagatose 6-phosphate 4-epimerase	
TYRS-CPLX				
HS06586-MONOMER	HS06586	Q9HBU6	ethanolamine kinase 1	EKI 1
CFA-CPLX				
GSK-MONOMER	EG11102	P0AEW6	inosine/guanosine kinase	Gsk
CPLX-3341				
AT1G27980-MONOMER	AT1G27980	Q9C509		
CPLX-9070			chlorophyllide reductase subunit BchX dimer	
MTRGMAUTO-MONOMER	G-328		MtrG subunit	MtrG
CPLX-9469			microcin B17 synthase tetramer	
THIF-MONOMER	EG11587	P30138	ThiS adenylyltransferase	ThiA, ThiF, thiamine (thiazole moiety) biosynthesis protein
CPLX-6888			succinate semialdehyde dehydrogenase	
MONOMER-12852	G-9851			Rmd
CPLX-7320				
MONOMER-23	G-20	P40974	putrescine oxidase subunit	Puo
CPLX0-8121			acrylyl-CoA reductase	
MONOMER-15870	G-12192	Q1QWP0	<i>R</i>-sulfolactate sulfo-lyase B subunit	SuyB
CPLX66-461			corticosteroid 11-beta-dehydrogenase isozyme 1	
MONOMER-16095	G-12401	Q939Q3	NDP-4-keto-6-deoxyhexose 4-ketoreductase	JadV
CPLX-7734			bifunctional UDP-<i>N</i>-acetylglucosamine 2-epimerase/<i>N</i>-acetylmannosamine kinase	UDP-GlcNAc-2-epimerase/ManAc kinase, UDP-<i>N</i>-acetylglucosamine 2-epimerase/<i>N</i>-acetylmannosamine kinase, GNE
MONOMER-18565	G-18033	Q0QFQ2	gentisate 1,2-dioxygenase II monomer	HbzE
CPLX-8161			5'-fluoro-5'-deoxyadenosine synthase	
MONOMER-13577	G-10348	Q70EZ6		
THRS-CPLX				
HS03864-MONOMER	HS03864	O75251	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	CI-20kD, Complex I-20kD, NADH-ubiquinone oxidoreductase 20 kDa subunit, PSST subunit
ATPASE-1-CPLX			K<sup>+</sup> transporting P-type ATPase	Kdp-ATPase
YJDL-MONOMER	EG12469	P39276	dipeptide/tripeptide:H<sup>+</sup> symporter DtpC	YjdL, DtpC
CPLX-8618			deoxycytidine kinase	
MONOMER-21000	G-80517	Q5SJ79	<i>ba<sub>3</sub></i>-type cytochrome <i>c</i> oxidase subunit I	CbaA
CPLX-325			CobS,T component	
MONOMER-18777	G-34484	P16496	cytochrome P450 52A3-A	CYP52A3-A, microsomal P450 52A3, alkane-inducible P450-ALK1-A, CYPLIIA3, cytochrome P450<i>alk</i>, cytochrome P-450ALK, P450Alk1A, cytochrome P450-CM1, P450Cm1
CPLX-9053			4-hydroxyprotoasukamycin monooxygenase	
HS08711-MONOMER	HS08711	O00483	cytochrome c oxidase subunit NDUFA4	CI-MLRQ (incorrect), Complex I-MLRQ (incorrect), NADH-ubiquinone oxidoreductase MLRQ subunit (incorrect)
CPLX-681			ferredoxin hydrogenase &gamma; component	
MONOMER-16547	G-12799	Q03471	aristolochene synthase	
CPLX-9455			caldariellaquinol oxidase SoxABCD complex	cytochrome <i>aa<sub>3</sub></i> type caldariellaquinol oxidase
YAL054C-MONOMER	YAL054C	Q01574	acetyl CoA synthetase 1	
CPLX-7302			glycine cleavage complex	glycine cleavage system, glycine decarboxylase multienzyme system, glycine decarboxylase multienzyme complex, glycine synthase, GCV
EG12717-MONOMER	EG12717	P0A9H1	stationary phase mismatch/uracil DNA glycosylase	YgjF, Mug, dsUDG
CPLX0-8015			ethanol dehydrogenase / alcohol dehydrogenase	
MONOMER-13797	G-10527	Q5I6B5		
CPLX66-42			2-ketoglutarate dehydrogenase complex	&alpha;-ketoglutarate dehydrogenase, 2-ketoglutarate dehydrogenase
MONOMER-19166	G-43887	Q6RX91	pisatin demethylase	
CPLX-7716				
MONOMER-16810	G-14643	Q1RPP3	ornithine &delta;-aminotransferase	
CPLX-8144				desulfonative sulfolactate sulfo-lyase
HS14422-MONOMER	HS14422	Q9NQR9	glucose-6-phosphatase 2	G-6-Pase 2, G6Pase 2, Islet-specific glucose-6-phosphatase catalytic subunit-related protein
SPERMACTRAN-CPLX			spermidine <i>N</i>-acetyltransferase	
ENSG00000147162-MONOMER	HS07403	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	O-GlcNAc transferase subunit p110, O-linked N-acetylglucosamine transferase 110 kDa subunit
ASPKINIIHOMOSERDEHYDROGII-CPLX			fused aspartate kinase/homoserine dehydrogenase 2	aspartate kinase II, aspartokinase II, homoserine dehydrogenase II
G185E-4694-MONOMER	G185E-4694	P9WNY9	menaquinone-9 &beta;-reductase	MenJ, menaquinone &beta;-prenyl reductase
CPLX-8603			curcuminoid synthase	
MONOMER-17276	G-15062	Q4H4F0	&gamma;-L-glutamyl-butirosin B &gamma;-glutamyl cyclotransferase	BtrG, 4-glutamyl-(<i>S</i>)-2-hydroxy-4-aminobutanoyl-ribostamycin lyase
CPLX-321			CoB-CoM heterodisulfide reductase	HdrDE
AT3G21560-MONOMER	AT3G21560			
CPLX-9026			3-hydroxy-D-kynurenine methyltransferase	
G185E-8086-MONOMER	G185E-8086	P9WJF1	decaprenylphospho-&beta;-D-ribofuranose 2-dehydrogenase	
CPLX-667			&alpha; complex	
ANGLYC3PDEHYDROGSUBUNITB-MONOMER	EG10392	P13033	anaerobic glycerol-3-phosphate dehydrogenase subunit B	GlpB
CPLX-9438			apulose-4-phosphate transketolase	
MONOMER-585	G-163	P75393	pyruvate dehydrogenase complex E3 component	PdhD
CPLX-7281				
MONOMER-4604	G-3621	Q84QI4	isoflavone synthase	
CPLX0-7984			glutathionyl-hydroquinone reductase YqjG	
MONOMER-11686	G-9091	P37942	lipoamide acyltransferase component subunit	
CPLX-7699			benzoate 1,2-dioxygenase hydroxylase component	
MONOMER-14074	G-10750	Q9M602	furaneol <i>O</i>-methyltransferase monomer	
CPLX66-380			nicotinamide mononucleotide adenylyltransferase 1	
MONOMER-8684	G-6663	Q7DAV2	&alpha;-acetolactate synthase subunit	Als
CPLX-8127				ASADH, ASA DH I
MONOMER-1122			component II	
RECBCD			exodeoxyribonuclease V	Exonuclease V, RecBCD
MONOMER-17720				
ARGDECARBOXDEG-CPLX				
AT5G47770-MONOMER	AT5G47770	Q09152		
CPLX-8579			formamidase	
G6654-MONOMER	G6654	P77154	kojibiose phosphorylase	YcjT
CPLX-304				
MONOMER-7504	G-5721	O85675	anthranilate dioxygenase reductase component	AntC
CPLX-9007			dTDP-3-amino-3,6-dideoxy-&alpha;-<small>D</small>-galactopyranose <em>N</em>,<em>N</em>-dimethyltransferase	
MONOMER-18143	G-17650	M1KVN4	flavone-6-hydroxylase	
CPLX-6561				
MONOMER-17074	G-14877	Q194Q3	D-oliose 4-ketoreductase	MtmU
CPLX-9422			8-oxocitronellyl enol cyclase (cis-trans neptalactol forming)/1-dehydrogenase	nepetalactol-related short-chain reductase 1
GLYS-MONOMER	EG10410	P00961	glycine&mdash;tRNA ligase subunit &beta;	Gly, GlyS, GlyS(B)
CPLX-7259				
MONOMER-14552	G-11122	Q38998		At2g26650, potassium channel AKT1
CPLX0-7950			2-hydroxy-6-oxononatrienedioate hydrolase	
MRTBMAUTO-MONOMER	G-339	P21111	&beta; subunit	MrtB
CPLX-7675				
MONOMER-19556	G-44258	E3GQB1	5-hydroxy-benzimidazole <i>O</i>-methyltransferase	BzaC
CPLX66-356			pterin-4-&alpha;-carbinolamine dehydratase 2	
MONOMER-12826				
CPLX-8109			nucleoside-diphosphate kinase	
MONOMER-17519			sulochrin oxidase, subunit	
PKII-CPLX			pyruvate kinase II	pyruvate kinase A, type II pyruvate kinase
MONOMER-13303	G-10134	Q27088	pyruvate:ferredoxin oxidoreductase subunit	PfoA
ALKAPHOSPHA-CPLX			alkaline phosphatase	
G3O-33086-MONOMER	G3O-33086	P53950	vacuolar segregation protein 7	
CPLX-8558			aminoacylase 2	
MONOMER-16271	G-12560	C6L2E7		Hmt
CPLX-2844				
MONOMER-19966	G-44666	B7ZDM2	UDP-<i>N</i>-acetylglucosamine 2-epimerase	MnaA
CPLX-8990			maleate isomerase	
EG11354-MONOMER	EG11354	P27303	multidrug efflux pump membrane fusion protein EmrA	EmrA
CPLX-642			methyl-H<SUB>4</SUB>MPT:coenzyme M methyltransferase complex	
MONOMER-12014	G-9308		anthocyanin 5-(6'''-hydroxycinnamoyltransferase)	anthocyanin 5-aromatic acyltransferase
CPLX-9401				
MONOMER-18933				
CPLX-7239			2-oxo-3-hexenedioate decarboxylase	4-oxalocrotonate decarboxylase
G7629-MONOMER	G7629	P64594	ribosome-dependent mRNA interferase toxin YhaV	YhaV, ribonuclease toxin YhaV
CPLX0-7912			phosphate acetyltransferase EutD	
CPLX-221			nitrogenase reductase (oxidized)	
CPLX-7659			acetoin dehydrogenase complex	
MONOMER18C3-33	G18C3-30		sucrose 4-isovalerate-3-<i>O</i>-acyltransferase	
CPLX66-337			S-adenosylmethionine synthase isoform type-1	
MONOMER-3221	G-2289	Q88N36	subunit of 3-oxoadipate enol-lactone hydrolase	PcaD
CPLX-8093			caffeine dehydrogenase	
MONOMER-15114	G-11549	Q7WST1	syringate <i>O</i>-demethylase	DesA
PHENDEHYD-CPLX				
YOR245C-MONOMER	YOR245C	Q08650	acyl-CoA:diacylglycerol acyltransferase	
ACPSUB-CPLX			citrate lyase [acyl carrier protein] component	CitD acyl carrier protein
MONOMER-12588	G-9661	Q94G70	3-oxoacyl-[acyl-carrier-protein] synthase	&beta;-ketoacyl-[acp] synthase I
CPLX-8541			fatty acid oxidation complex &beta; subunit dimer	
MONOMER-14276			3,4-dihydroxyphenylalanine oxidative deaminase &epsilon; subunit	
CPLX-2743				
PPPGPPHYDRO-MONOMER	EG10413	P25552	guanosine-5'-triphosphate,3'-diphosphate phosphatase	GppA, Gpp
CPLX-8974			alginate periplasmic scaffold	
MONOMER-19321	G-44031	D2IKP5	apicidin synthetase	
CPLX-6241				DIMBOA-Glc hydrolase
MONOMER-17960	G-15953	P50199	D-gluconate 5-dehydrogenase monomer	Gno
CPLX-9385			chaxamycin polyketide synthase complex	
MERMBARK-MONOMER	G-372		Mer	Mer
CPLX-722			periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase	
MONOMER-15657	G-12026	P21258	oligogalacturonate lyase	Ogl
CPLX0-7847				
AT4G20070-MONOMER	AT4G20070	O49434	allantoate amidohydrolase monomer	
CPLX-7643				
MONOMER-20370	G-58158	A1XI31	C50 carotenoid glucosyltransferase	CrtX
CPLX66-307			serine palmitoyltransferase IIB	
MONOMER-19728	G-10093	M1VAY3	chlorophyllide reductase subunit BchX	BchX
CPLX-8076			7&alpha;-hydroxysteroid dehydrogenase	
MONOMER-18363	G-17862	Q83WE6	protomycinolide IV synthase 5	
ORNCARBAMTRANSFERI-CPLX			ornithine carbamoyltransferase	OTCase-1
CPLX-202			dinitrogenase (oxidized)	
ABC-63-CPLX				
HS01167-MONOMER	HS01167	P24752	acetyl-CoA acetyltransferase monomer	acetoacetyl-coenzyme A thiolase, acetoacetyl-CoA thiolase, acetyl-Coenzyme A acetyltransferase 1
CPLX-8522			benzoquinone reductase	
MONOMER-14782	G-11284	Q41760	leaf permease	nucleobase-ascorbate transporter1
CPLX-264			sulfite reductase &beta; complex	
EG10856-MONOMER	EG10856	P21338	RNase I	RnsA, Rna, ribonuclease I
CPLX-8958			dihydro-2-naphthoyl-CoA reductase	
MONOMER-15351	G-11754	P27508	PqqF endopeptidase	PqqF
CPLX-6081			glutathione transferase, &Omega; class	Omega class glutathione transferase, glutathione S-transferase omega-1, GSTO 1-1
MONOMER-20775	G-63034	P74515	glutamate--cysteine ligase	GshA
CPLX-9369			sulfotransferase 1A2	
MONOMER-20114	G-55003	Q8TK00	Ni-sirohydrochlorin <i>a</i>,<i>c</i>-diamide synthase	CfbB
CPLX-7199				
MONOMER-13112				
CPLX0-7805				YagTSR, PaoABC
MONOMER-12274	G-9488		lysine 5,6-aminomutase &alpha; subunit	KamD
CPLX-7619				aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase
HS06422-MONOMER	HS06422	Q6YP21	Kynurenine--oxoglutarate transaminase 3	Cysteine-S-conjugate beta-lyase 2, KATIII, Kynurenine aminotransferase III, Kynurenine--oxoglutarate transaminase III
CPLX66-273			pyruvate dehydrogenase E3-binding protein	
DUTP-PYROP-MONOMER	EG10251	P06968	dUTP diphosphatase	Sof, DnaS, Dut
CPLX-8057				
AT1G20510-MONOMER	AT1G20510			
NAD-SYNTH-CPLX			NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase	
MONOMER-20534	G-58325	A0A0A6ZFY4	protopanaxadiol-type ginsenoside-3-<i>O</i>-glucoside 2&prime;&prime;-<em>O</em>-glucosyltransferase	
ABC-304-CPLX			leucine / L-phenylalanine ABC transporter	
SYNPCC7942_2537-MONOMER	SYNPCC7942_2537	Q9L4P3	ClpP3	
CPLX-8498				
RPOS-MONOMER	EG10510	P13445	RNA polymerase, sigma S (sigma 38) factor	OtsX, SigS, Nur, KatF, DpeB, AppR, AbrD, RpoS, sigma 38 factor, sigma S factor, &sigma;S
CPLX-244			lactoyl-CoA dehydratase &alpha; subunit trimer	
